TraceId, Conformance cost, Completeness cost, Confidence cost, total cost, ExecutionTime_TRIE_STREAMING_TRIPLECOCC
0,9999999,1
1,9999999,0
2,9999999,1
3,9999999,0
4,9999999,0
5,9999999,1
6,9999999,0
7,9999999,1
8,9999999,0
9,9999999,1
10,9999999,1
11,9999999,0
12,9999999,1
13,9999999,0
14,9999999,0
15,9999999,1
16,9999999,0
17,9999999,0
18,9999999,1
19,9999999,0
20,9999999,1
21,9999999,0
22,9999999,0
23,9999999,1
24,9999999,0
25,9999999,0
26,9999999,1
27,9999999,0
28,9999999,0
29,9999999,0
30,9999999,1
31,9999999,0
32,9999999,0
33,9999999,1
34,9999999,0
35,9999999,1
36,9999999,1
37,9999999,0
38,9999999,1
39,9999999,0
40,9999999,0
41,9999999,1
42,9999999,0
43,9999999,1
44,9999999,0
45,9999999,0
46,9999999,1
47,9999999,0
48,9999999,0
49,9999999,1
50,9999999,0
51,9999999,0
52,9999999,1
53,9999999,0
54,9999999,1
55,9999999,0
56,9999999,0
57,9999999,1
58,9999999,0
59,9999999,0
60,9999999,1
61,9999999,0
62,9999999,1
63,9999999,0
64,9999999,0
65,9999999,1
66,9999999,0
67,9999999,1
68,9999999,0
69,9999999,1
70,9999999,1
71,9999999,0
72,9999999,0
73,9999999,0
74,9999999,1
75,9999999,0
76,9999999,1
77,9999999,0
78,9999999,0
79,9999999,1
80,9999999,0
81,9999999,1
82,9999999,0
83,9999999,1
84,9999999,0
85,9999999,0
86,9999999,1
87,9999999,0
88,9999999,0
89,9999999,1
90,9999999,0
91,9999999,0
92,9999999,1
93,9999999,0
94,9999999,1
95,9999999,0
96,9999999,0
97,9999999,0
98,9999999,1
99,9999999,0
100,9999999,1
101,9999999,0
102,9999999,1
103,9999999,0
104,9999999,1
105,9999999,0
106,9999999,1
107,9999999,0
108,9999999,1
109,9999999,0
110,9999999,0
111,9999999,1
112,9999999,0
113,9999999,0
114,9999999,1
115,9999999,1
116,9999999,1
117,9999999,0
118,9999999,1
119,9999999,0
120,9999999,0
121,9999999,0
122,9999999,1
123,9999999,0
124,9999999,1
125,9999999,0
126,9999999,0
127,9999999,1
128,9999999,0
129,9999999,0
130,9999999,1
131,9999999,0
132,9999999,0
133,9999999,1
134,9999999,0
135,9999999,0
136,9999999,0
137,9999999,1
138,9999999,0
139,9999999,1
140,9999999,0
141,9999999,1
142,9999999,0
143,9999999,1
144,9999999,0
145,9999999,0
146,9999999,1
147,9999999,0
148,9999999,1
149,9999999,0
150,9999999,0
151,9999999,1
152,9999999,0
153,9999999,1
154,9999999,0
155,9999999,0
156,9999999,0
157,9999999,1
158,9999999,0
159,9999999,1
160,9999999,0
161,9999999,1
162,9999999,0
163,9999999,1
164,9999999,0
165,9999999,0
166,9999999,2
